x,y,gamma
-0.396532,-0.0569803,-0.140358
-0.391007,-0.0603569,-0.0798009
-0.382282,-0.0591423,-0.0608487
-0.412225,-0.0519947,-0.050604
-0.378598,-0.0764402,-0.0438969
-0.394775,-0.0260828,-0.0390385
-0.428575,-0.0675709,-0.0352904
-0.376224,-0.0930316,-0.0322714
-0.35313,-0.0344419,-0.0297617
-0.409359,-0.00847252,-0.0276248
-0.450742,-0.0579979,-0.0257704
-0.422492,-0.116394,-0.0241363
-0.362619,-0.119929,-0.0226779
-0.321165,-0.0759857,-0.0213623
-0.322985,-0.0159579,-0.0201647
-0.358634,0.0266135,-0.0190658
-0.407883,0.0398504,-0.0180505
-0.455228,0.0268652,-0.0171067
-0.491283,-0.0062146,-0.0162247
-0.510774,-0.0501715,-0.0153962
-0.514239,-0.096422,-0.0146148
-0.505084,-0.139048,-0.0138746
-0.488068,-0.17531,-0.0131711
-0.467062,-0.205108,-0.0125
-0.444496,-0.229385,-0.0118581
-0.421712,-0.249287,-0.0112421
-0.399355,-0.265822,-0.0106495
-0.37769,-0.27977,-0.0100781
-0.356783,-0.29171,-0.00952561
-0.336615,-0.302061,-0.00899039
-0.317125,-0.311132,-0.00847076
-0.298241,-0.319147,-0.00796528
-0.279891,-0.326277,-0.00747265
-0.262011,-0.332649,-0.00699167
-0.244539,-0.338361,-0.00652126
-0.227426,-0.343492,-0.00606044
-0.210625,-0.348103,-0.00560829
-0.194097,-0.352242,-0.00516398
-0.177808,-0.355951,-0.00472672
-0.161728,-0.359261,-0.00429579
-0.145829,-0.362202,-0.0038705
-0.130089,-0.364794,-0.00345022
-0.114484,-0.367057,-0.00303433
-0.098996,-0.369007,-0.00262225
-0.0836061,-0.370656,-0.00221343
-0.0682974,-0.372016,-0.00180733
-0.0530539,-0.373094,-0.00140344
-0.0378604,-0.373897,-0.00100125
-0.0227022,-0.374429,-0.00060027
-0.00756508,-0.374695,-0.00020001
0.00756508,-0.374695,0.00020001
0.0227022,-0.374429,0.00060027
0.0378604,-0.373897,0.00100125
0.0530539,-0.373094,0.00140344
0.0682974,-0.372016,0.00180733
0.0836061,-0.370656,0.00221343
0.098996,-0.369007,0.00262225
0.114484,-0.367057,0.00303433
0.130089,-0.364794,0.00345022
0.145829,-0.362202,0.0038705
0.161728,-0.359261,0.00429579
0.177808,-0.355951,0.00472672
0.194097,-0.352242,0.00516398
0.210625,-0.348103,0.00560829
0.227426,-0.343492,0.00606044
0.244539,-0.338361,0.00652126
0.262011,-0.332649,0.00699167
0.279891,-0.326277,0.00747265
0.298241,-0.319147,0.00796528
0.317125,-0.311132,0.00847076
0.336615,-0.302061,0.00899039
0.356783,-0.29171,0.00952561
0.37769,-0.27977,0.0100781
0.399355,-0.265822,0.0106495
0.421712,-0.249287,0.0112421
0.444496,-0.229385,0.0118581
0.467062,-0.205108,0.0125
0.488068,-0.17531,0.0131711
0.505084,-0.139048,0.0138746
0.514239,-0.096422,0.0146148
0.510774,-0.0501715,0.0153962
0.491283,-0.0062146,0.0162247
0.455228,0.0268652,0.0171067
0.407883,0.0398504,0.0180505
0.358634,0.0266135,0.0190658
0.322985,-0.0159579,0.0201647
0.321165,-0.0759857,0.0213623
0.362619,-0.119929,0.0226779
0.422492,-0.116394,0.0241363
0.450742,-0.0579979,0.0257704
0.409359,-0.00847252,0.0276248
0.35313,-0.0344419,0.0297617
0.376224,-0.0930316,0.0322714
0.428575,-0.0675709,0.0352904
0.394775,-0.0260828,0.0390385
0.378598,-0.0764402,0.0438969
0.412225,-0.0519947,0.050604
0.382282,-0.0591423,0.0608487
0.391007,-0.0603569,0.0798009
0.396532,-0.0569803,0.140358
